sum_hhe,dnl,dnc,dh,bc,dlcp,diic,diicintra,diicflux,diicconnector,df,dawf,dpc,dpcintra,dpcflux,dpcconnector,dbc_pc,dbc_iic,pop,hh_number,hh_100,pop_15,pop_65,elderly,pop_den,lowincome,res_person,commercial,residential,greenery,industrial,enthropy,avg_price,avg_buildyear,building_32,x,y,cooling_degree,newtown,gu,gu_name,decline_level,decline_group1,decline_group2,dong_name
498.2,1.818,0,1.959,0.018,1.663,1.531,0.323,1.172,0.036,1.818,1.818,1.777,0.222,1.375,0.181,2.596,0.398,10704,4480,41.9,1298,2009,154.8,31482,213,23.6,26.8,64.1,9.1,0,0.62,19629.2,32.3 ,32.3,126.636,37.4781,157.79,0,6,동구,20,1,1,송현1·2동
1348,0.797,0,0.929,0.014,0.76,0.721,0.131,0.534,0.055,0.797,0.797,0.988,0.074,0.648,0.265,1.739,0.562,3749,1953,52.1,243,1022,420.6,1696,299,25,0,6.1,15.6,77.2,0.48,10130.9,37.4 ,37.4,126.641,37.4886,157.79,0,6,동구,60,2,2,송현3동
2765.6,1.105,-3.315,1.218,0.024,1.246,1.161,0.064,0.978,0.119,1.105,1.105,1.345,0.049,1.006,0.29,2.573,1.354,14380,7036,48.9,1406,2429,172.8,18675,661,18.1,59.6,40.4,0,0,0.49,17478.6,33.5 ,33.5,126.646,37.4658,157.79,0,5,미추홀구,40,1,2,숭의1·3동
951.8,1.724,-1.724,1.878,0.025,1.675,1.614,0.209,1.306,0.099,1.724,1.724,1.869,0.149,1.427,0.294,3.372,0.995,14733,6868,46.6,1553,2693,173.4,29466,847,19.3,63.4,36.6,0,0,0.47,14202.8,27.4 ,27.4,126.648,37.4609,158.44,0,5,미추홀구,80,2,3,숭의2동
1008.3,0.862,0,0.922,0.013,0.844,0.839,0.06,0.742,0.037,0.862,0.862,1.104,0.035,0.792,0.277,2.401,0.665,16582,7833,47.2,1633,3267,200.1,22408,1306,24.1,8.3,77.3,14.4,0,0.49,16375.4,29.8 ,29.8,126.657,37.4623,158.44,0,5,미추홀구,10,1,1,숭의4동
844.9,0.917,-2.294,1.16,0.017,0.99,0.964,0.089,0.739,0.136,0.917,0.917,1.238,0.059,0.799,0.38,2.667,0.888,5283,2799,53,411,1389,338,4226,616,29.3,38.6,6.1,1.8,52.2,0.68,18985.5,36.1 ,36.1,126.624,37.4676,157.79,0,7,중구,30,1,1,신포동
1863,0.291,-0.302,0.425,0.005,0.343,0.301,0.053,0.185,0.063,0.291,0.291,0.408,0.033,0.225,0.15,0.382,0.226,32203,12931,40.2,4238,3839,90.6,22057,1398,27.3,2,9.6,19.8,66.6,0.64,40542,30.5 ,30.5,126.631,37.5136,155.01,0,1,서구,80,2,3,신현원창동
1402.7,0.41,-0.342,0.508,0.017,0.383,0.351,0.092,0.225,0.034,0.41,0.41,0.481,0.068,0.274,0.139,0.646,0.371,13329,6259,47,1387,2632,189.8,5310,1225,27.3,25.5,2.5,5.6,66.1,0.63,20093.5,33.2 ,33.2,126.627,37.445,158.44,0,7,중구,80,2,3,신흥동
1840.8,1.149,-1.149,1.422,0.019,1.002,0.885,0.305,0.539,0.04,1.149,1.149,1.133,0.212,0.726,0.195,1.414,0.312,12867,5851,45.5,1176,2413,205.2,7188,1115,26.1,0,45.1,31.9,23.4,0.77,25029.7,30.4 ,30.4,126.695,37.478,155.01,0,3,부평구,50,1,2,십정1동
1301,0.816,-0.816,0.907,0.018,0.804,0.81,0.068,0.68,0.062,0.816,0.816,1.057,0.048,0.72,0.289,1.996,0.828,23618,11566,49,1957,4247,217,21668,1995,27.1,7.6,81.2,11.2,0,0.44,25855.7,30.8 ,30.8,126.703,37.4732,155.01,0,3,부평구,60,2,2,십정2동
3290.1,1.852,-0.926,2.107,0.015,1.692,1.559,0.326,1.2,0.033,1.852,1.852,1.942,0.186,1.479,0.276,1.354,0.359,20129,10020,49.8,1636,2745,167.8,13243,1010,37.5,0,56.2,43.8,0,0.49,21752.9,25.6 ,25.6,126.68,37.4251,171.20,0,8,연수구,20,1,1,연수1동
1111.4,2.326,-6.977,2.856,0.018,1.463,1.304,1.026,0.274,0.004,2.326,2.326,1.448,0.917,0.492,0.039,0.54,0.078,21524,9804,45.5,2169,2957,136.3,21524,1098,27,8.9,59.6,31.5,0,0.64,23080.9,26.3 ,26.3,126.684,37.4133,171.20,0,8,연수구,30,1,1,연수2동
191.5,2.667,-2.667,3.072,0.017,2.265,2.037,0.641,1.385,0.011,2.667,2.667,2.296,0.41,1.846,0.04,1.617,0.07,16684,7511,45,1551,3000,193.4,16684,1472,25.3,0,70.5,29.5,0,0.44,19568,28.3 ,28.3,126.688,37.4195,171.20,0,8,연수구,30,1,1,연수3동
1350.7,0.306,-0.766,0.416,0.015,0.477,0.394,0.017,0.272,0.105,0.306,0.306,0.521,0.012,0.283,0.227,1.236,0.847,6315,3430,54.3,393,1559,396.7,1657,543,33.1,15.6,0,0.9,80.6,0.36,14987.4,31.8 ,31.8,126.609,37.4511,157.79,0,7,중구,40,1,2,연안동
1464.6,0.374,-2.15,0.487,0.009,0.359,0.353,0.065,0.244,0.044,0.374,0.374,0.456,0.044,0.286,0.126,0.554,0.202,41389,18986,45.9,3988,5496,137.8,4357,2393,23.4,0.7,14.5,84.8,0,0.33,20189.9,21.4 ,21.4,126.683,37.5479,129.18,0,1,서구,70,2,3,연희동
2264.6,1.036,-6.218,1.39,0.018,2.09,1.235,0.223,0.59,0.422,1.036,1.036,1.251,0.19,0.657,0.405,1.024,0.694,24733,9754,39.4,3692,2834,76.8,1571,841,27.8,2.8,5.3,35.8,8.3,0.6,27086.9,19.6 ,19.6,126.622,37.582,123.71,0,1,서구,100,2,4,오류왕길동
6805.9,0.816,-0.306,0.993,0.012,0.766,0.759,0.14,0.536,0.082,0.816,0.816,1.033,0.087,0.642,0.303,1.269,0.311,19766,8267,41.8,2315,2971,128.3,9193,560,26.6,4.9,48.5,46.6,0,0.62,24526.6,30.0 ,30,126.65,37.4202,158.44,0,8,연수구,50,1,2,옥련1동
6678.4,1.01,-0.842,1.255,0.011,0.992,0.932,0.143,0.725,0.065,1.01,1.01,1.193,0.072,0.866,0.255,1.762,0.279,20915,7962,38.1,2633,2726,103.5,10837,341,26,1.5,46,52.1,0.5,0.57,24896.5,27.6 ,27.6,126.646,37.4287,158.44,0,8,연수구,70,2,3,옥련2동
4710.6,0.858,-0.858,0.99,0.023,0.832,0.846,0.097,0.664,0.085,0.858,0.858,1.13,0.062,0.734,0.334,1.511,0.789,17170,10023,58.4,1018,3732,366.6,13208,1061,26.8,2.4,93.5,2.6,1.5,0.23,11880.5,32.5 ,32.5,126.659,37.4522,158.44,0,5,미추홀구,20,1,1,용현1·4동
472.8,1.307,-0.654,1.418,0.018,1.198,1.061,0.276,0.756,0.03,1.307,1.307,1.322,0.189,0.93,0.203,1.724,0.619,17940,8352,46.6,1926,3171,164.6,27600,927,27.7,29.4,70.4,0,0.2,0.45,23723.8,28.6 ,28.6,126.643,37.4566,158.44,0,5,미추홀구,40,1,2,용현2동
1031.5,1.695,-1.695,1.867,0.022,1.647,1.605,0.168,1.359,0.078,1.695,1.695,1.882,0.111,1.473,0.298,2.658,0.835,7546,4179,55.4,450,2077,461.6,16769,584,25.1,17.9,82.1,0,0,0.34,14913.3,37.8 ,37.8,126.653,37.4553,158.44,0,5,미추홀구,10,1,1,용현3동
867.7,0.866,-0.144,1.092,0.009,0.702,0.61,0.271,0.324,0.015,0.866,0.866,0.706,0.206,0.454,0.046,0.186,0.052,48192,19921,41.3,6668,6019,90.3,25498,1275,26,13.7,61.1,10.1,15.3,0.79,28290.2,24.9 ,24.9,126.639,37.449,158.44,0,5,미추홀구,70,2,3,용현5동
842.9,0.512,-0.422,0.878,0.012,0.71,0.517,0.087,0.337,0.093,0.512,0.512,0.705,0.045,0.421,0.239,0.941,0.287,24579,9694,39.4,4339,2188,50.4,3730,688,26.6,6,67,27,0,0.57,25364.5,13.7 ,13.7,126.706,37.5919,125.86,0,1,서구,90,2,3,원당동
1202.1,4.167,-2.083,4.441,0.038,3.43,2.917,1.293,1.581,0.044,4.167,4.167,3.298,1.085,1.997,0.216,1.92,0.78,3374,1865,55.3,209,927,443.5,25954,688,25,29.8,70.2,0,0,0.44,16545.4,32.5 ,32.5,126.635,37.4701,158.44,0,7,중구,20,1,1,율목동
1696.6,1.105,-0.967,1.346,0.013,1,0.878,0.254,0.596,0.027,1.105,1.105,1.082,0.185,0.734,0.162,1.238,0.372,12877,5179,40.2,1597,2007,125.7,2995,476,24,0,9.7,90.3,0,0.23,27087.1,31.7 ,31.7,126.749,37.4751,152.41,0,3,부평구,80,2,3,일신동
3345.4,1.149,0,1.262,0.019,1.122,1.107,0.095,0.96,0.052,1.149,1.149,1.397,0.053,1.043,0.301,2.724,0.932,28553,11221,39.3,3106,3356,108,34821,941,22.2,1.1,84.5,0,14.4,0.34,17574.5,27.2 ,27.2,126.73,37.5295,126.00,0,4,계양구,80,2,3,작전1동
430.3,0.917,-0.917,1.004,0.02,0.891,0.874,0.11,0.698,0.066,0.917,0.917,1.155,0.083,0.751,0.321,2.65,1.063,20280,9192,45.3,1625,3085,189.8,20485,1123,23,0.3,82.3,3.4,13.9,0.41,18676.4,31.5 ,31.5,126.723,37.5307,129.18,0,4,계양구,30,1,1,작전2동
980.8,0.542,-0.407,0.696,0.011,0.514,0.51,0.076,0.391,0.044,0.542,0.542,0.64,0.047,0.449,0.144,0.465,0.239,31300,12469,39.8,3748,3122,83.3,9514,1055,22.3,4,19.5,51.7,24.8,0.82,23051.2,22.6 ,22.6,126.748,37.5304,126.00,0,4,계양구,80,2,3,작전서운동
5741.7,0.518,-2.85,0.72,0.006,0.484,0.461,0.087,0.343,0.03,0.518,0.518,0.537,0.047,0.425,0.066,0.746,0.133,20410,7961,39,2850,2976,104.4,1775,1061,27.8,0,8.1,91.9,0,0.2,29515,16.9 ,16.9,126.761,37.4512,150.25,0,2,남동구,100,2,4,장수서창동
3184.4,1.389,0,1.492,0.027,1.366,1.368,0.096,1.198,0.075,1.389,1.389,1.571,0.083,1.223,0.265,2.653,1.557,20666,11693,56.6,1682,2217,131.8,33879,974,17,91.4,5,3.6,0,0.25,16983.2,24.6 ,24.6,126.681,37.4619,155.11,0,5,미추홀구,50,1,2,주안1동
1271.5,0.858,0,0.912,0.019,0.847,0.846,0.049,0.76,0.037,0.858,0.858,1.104,0.034,0.791,0.279,2.183,1.036,16747,8326,49.7,1417,3694,260.7,17816,1476,26,9,84,7,0,0.4,18312.8,35.2 ,35.2,126.672,37.4555,155.11,0,5,미추홀구,30,1,1,주안2동
1128.8,2.899,-4.348,3.412,0.051,2.886,2.308,0.797,1.304,0.207,2.899,2.899,2.431,0.78,1.338,0.313,1.865,1.645,9003,4461,49.6,803,1906,237.4,19572,736,24.4,0,95.3,4.7,0,0.14,10274.8,33.6 ,33.6,126.671,37.4485,155.11,0,5,미추홀구,30,1,1,주안3동
1193.1,0.909,-0.455,0.969,0.016,0.858,0.789,0.164,0.582,0.043,0.909,0.909,0.961,0.118,0.672,0.17,1.858,0.675,14014,7194,51.3,976,3574,366.2,14598,1119,27.9,10.2,85.3,4.5,0,0.37,8544.4,37.6 ,37.6,126.687,37.4545,155.11,0,5,미추홀구,20,1,1,주안4동
1293.8,0.926,-0.463,1.042,0.023,0.908,0.933,0.073,0.78,0.08,0.926,0.926,1.203,0.043,0.84,0.32,1.742,0.907,17434,8506,48.8,1368,3292,240.6,14775,868,24.2,5.9,51.2,2.8,40.1,0.7,16062.6,31.1 ,31.1,126.681,37.4692,155.11,0,5,미추홀구,40,1,2,주안5동
805.9,1.46,-1.46,1.621,0.02,1.43,1.395,0.137,1.185,0.072,1.46,1.46,1.599,0.081,1.299,0.22,1.837,0.614,22460,10095,44.9,3015,3357,111.3,36226,767,22.5,44,54.4,1.6,0,0.55,31753,27.8 ,27.8,126.691,37.461,155.11,0,5,미추홀구,90,2,3,주안6동
1103.8,2.222,-1.111,2.577,0.031,2.081,1.963,0.395,1.433,0.136,2.222,2.222,2.252,0.311,1.6,0.34,3.091,1.02,12911,6059,46.9,1038,2883,277.7,24829,876,26.1,0,100,0,0,0,16941.4,30.2 ,30.2,126.678,37.4471,155.11,0,5,미추홀구,40,1,2,주안7동
1005.9,1.653,-0.826,1.832,0.025,1.596,1.45,0.283,1.086,0.081,1.653,1.653,1.911,0.171,1.311,0.429,1.596,0.563,21452,9293,43.3,2189,3615,165.1,25538,874,23.8,0,89.1,10.9,0,0.25,16937.4,30.0 ,30,126.685,37.4474,155.11,0,5,미추홀구,80,2,3,주안8동
1931.3,1.081,-0.811,1.381,0.016,1.073,1.006,0.163,0.756,0.087,1.081,1.081,1.159,0.097,0.887,0.175,0.601,0.297,31412,11794,37.5,6140,1663,27.1,13777,258,27.2,5.5,49.6,29.1,15.7,0.84,49425.4,8.0 ,8,126.655,37.5308,129.17,1,1,서구,110,3,4,청라1동
3628,0.694,-2.083,0.825,0.011,0.652,0.606,0.116,0.462,0.027,0.694,0.694,0.77,0.061,0.572,0.137,1.758,0.312,48926,17757,36.3,10458,2892,27.7,9904,695,28.3,4.3,33.1,58.4,4.2,0.68,63811.5,7.2 ,7.2,126.641,37.5335,129.17,1,1,서구,110,3,4,청라2동
1571.9,0.308,-0.949,0.431,0.006,0.306,0.307,0.03,0.248,0.029,0.308,0.308,0.357,0.014,0.28,0.063,0.354,0.183,30437,10423,34.2,6902,1471,21.3,2902,240,31.4,7.4,15.1,59.2,11.6,0.75,58707.7,6.3 ,6.3,126.618,37.5356,129.17,1,1,서구,110,3,4,청라3동
5383.3,0.99,-3.465,1.224,0.025,0.967,0.899,0.173,0.644,0.082,0.99,0.99,1.293,0.104,0.782,0.407,1.876,0.632,6967,3416,49,546,1141,209,3225,512,19.6,0,21.7,52.3,26,0.74,15489,32.4 ,32.4,126.694,37.5178,129.18,0,3,부평구,30,1,1,청천1동
730,0.471,-0.471,0.565,0.011,0.458,0.468,0.042,0.387,0.039,0.471,0.471,0.607,0.023,0.425,0.159,0.876,0.333,35013,14129,40.4,4229,4621,109.3,12595,1310,26.6,0,17.6,0,82.3,0.34,28123.8,29.8 ,29.8,126.713,37.5152,155.01,0,3,부평구,60,2,2,청천2동
1434.3,0.922,-0.461,1.069,0.014,0.859,0.803,0.15,0.623,0.031,0.922,0.922,1.044,0.083,0.755,0.206,1.337,0.323,25283,12536,49.6,2076,4194,202,10579,1216,28.8,3.3,43.9,52.7,0,0.59,20109,30.1 ,30.1,126.666,37.4248,155.11,0,8,연수구,60,2,2,청학동
2094.3,0.482,-0.361,0.61,0.01,0.47,0.478,0.059,0.364,0.055,0.482,0.482,0.715,0.026,0.431,0.259,0.951,0.372,31174,12400,39.8,3790,4712,124.3,6149,832,27.6,2.9,40.8,44.6,11.5,0.78,29129.9,33.9 ,33.9,126.652,37.439,158.44,0,5,미추홀구,80,2,3,학익1동
1134.5,1.613,-2.016,2.056,0.022,1.508,1.209,0.454,0.706,0.05,1.613,1.613,1.431,0.352,0.909,0.17,1.254,0.414,19016,8176,43,2004,3520,175.6,23770,652,26.7,1.5,96.6,1.9,0,0.12,19725.9,30.5 ,30.5,126.67,37.4433,155.11,0,5,미추홀구,60,2,2,학익2동
1711.3,2.128,0.532,2.262,0.021,1.824,1.586,0.573,0.982,0.031,2.128,2.128,1.879,0.464,1.199,0.216,2.108,0.45,6229,2943,47.2,490,1608,328.2,20763,604,24.8,5.4,92.7,0,1.9,0.22,20199,33.6 ,33.6,126.63,37.4806,157.79,0,6,동구,50,1,2,화수1·화평동
2592.3,1.739,-1.739,1.88,0.028,1.659,1.544,0.243,1.252,0.048,1.739,1.739,1.98,0.151,1.436,0.392,3.59,1.087,7855,3758,47.8,653,2068,316.7,12877,608,24.9,0,42.4,1.9,55.7,0.55,11954.7,29.7 ,29.7,126.632,37.4852,157.79,0,6,동구,80,2,3,화수2동
2687.3,0.858,-1.288,1.003,0.011,0.817,0.787,0.115,0.628,0.044,0.858,0.858,1.012,0.056,0.747,0.209,1.391,0.404,25188,10419,41.4,2411,3802,157.7,12110,1095,23.6,0,45.1,54.9,0,0.5,16351.1,29.1 ,29.1,126.708,37.5342,129.18,0,4,계양구,40,1,2,효성1동
687.4,0.806,-0.403,0.95,0.02,0.831,0.747,0.118,0.57,0.059,0.806,0.806,0.94,0.084,0.639,0.217,1.818,0.802,29940,11620,38.8,3249,4032,124.1,10324,984,23.8,0,25.8,60.5,13.8,0.67,21891.8,28.8 ,28.8,126.698,37.5301,129.18,0,4,계양구,70,2,3,효성2동
